,time,prcp (mm/day),meanT (deg C),Q (mm/day),newPET
0,1995-01-01,0.0,-5.07,0.5617965171507683,0.6781595
1,1995-01-01,0.0,-5.07,0.5617965171507683,0.64902735
2,1995-01-01,0.0,-5.07,0.5617965171507683,0.6781595
3,1995-01-02,0.0,-9.31,0.42715107089149323,0.7952036
4,1995-01-02,0.0,-9.31,0.42715107089149323,0.8039907
5,1995-01-02,0.0,-9.31,0.42715107089149323,0.7952036
6,1995-01-03,0.0,-11.46,0.3992933923550915,0.63062215
7,1995-01-03,0.0,-11.46,0.3992933923550915,0.6169012
8,1995-01-03,0.0,-11.46,0.3992933923550915,0.63062215
9,1995-01-04,0.0,-15.315000000000001,0.380721606664157,0.49514014
10,1995-01-04,0.0,-15.315000000000001,0.380721606664157,0.5004939
11,1995-01-04,0.0,-15.315000000000001,0.380721606664157,0.49514014
14,1995-01-05,1.06,-12.665,0.37143571381868973,0.8205996
13,1995-01-05,1.06,-12.665,0.37143571381868973,0.8301319
12,1995-01-05,1.06,-12.665,0.37143571381868973,0.8205996
15,1995-01-06,3.49,-7.425000000000001,0.3621498209732225,0.55766094
16,1995-01-06,3.49,-7.425000000000001,0.3621498209732225,0.6040447
17,1995-01-06,3.49,-7.425000000000001,0.3621498209732225,0.55766094
18,1995-01-07,0.0,-5.895,0.3528639281277553,0.22579744
19,1995-01-07,0.0,-5.895,0.3528639281277553,0.24101108
20,1995-01-07,0.0,-5.895,0.3528639281277553,0.22579744
21,1995-01-08,0.0,-8.225,0.3482209817050217,0.3112736
22,1995-01-08,0.0,-8.225,0.3482209817050217,0.3196854
23,1995-01-08,0.0,-8.225,0.3482209817050217,0.3112736
24,1995-01-09,0.0,-6.645,0.343578035282288,0.3185817
25,1995-01-09,0.0,-6.645,0.343578035282288,0.2809301
26,1995-01-09,0.0,-6.645,0.343578035282288,0.3185817
29,1995-01-10,0.0,-2.3499999999999996,0.343578035282288,0.3771423
28,1995-01-10,0.0,-2.3499999999999996,0.343578035282288,0.36272335
27,1995-01-10,0.0,-2.3499999999999996,0.343578035282288,0.3771423
30,1995-01-11,0.0,3.5250000000000004,0.3946504459323579,0.2129766
31,1995-01-11,0.0,3.5250000000000004,0.3946504459323579,0.22985438
32,1995-01-11,0.0,3.5250000000000004,0.3946504459323579,0.2129766
33,1995-01-12,16.1,8.135,0.5107241065006984,0.71008956
34,1995-01-12,16.1,8.135,0.5107241065006984,0.5831664
35,1995-01-12,16.1,8.135,0.5107241065006984,0.71008956
36,1995-01-13,19.91,7.395,1.1653795521061392,0.23054942
37,1995-01-13,19.91,7.395,1.1653795521061392,0.2662863
38,1995-01-13,19.91,7.395,1.1653795521061392,0.23054942
39,1995-01-14,0.0,5.2700000000000005,2.284329639984942,0.24830261
40,1995-01-14,0.0,5.2700000000000005,2.284329639984942,0.3127293
41,1995-01-14,0.0,5.2700000000000005,2.284329639984942,0.24830261
44,1995-01-15,0.0,2.095,2.8925556213630466,0.7188797
43,1995-01-15,0.0,2.095,2.8925556213630466,0.7680926
42,1995-01-15,0.0,2.095,2.8925556213630466,0.7188797
45,1995-01-16,0.0,1.25,2.3818315148623483,0.7474426
46,1995-01-16,0.0,1.25,2.3818315148623483,0.68105364
47,1995-01-16,0.0,1.25,2.3818315148623483,0.7474426
48,1995-01-17,0.0,2.89,1.7503908013705753,1.2453121
49,1995-01-17,0.0,2.89,1.7503908013705753,1.3615999
50,1995-01-17,0.0,2.89,1.7503908013705753,1.2453121
51,1995-01-18,5.03,3.565,1.3928839268200868,0.77113366
52,1995-01-18,5.03,3.565,1.3928839268200868,0.4633766
53,1995-01-18,5.03,3.565,1.3928839268200868,0.77113366
54,1995-01-19,9.48,3.77,1.485742855274759,0.25510192
55,1995-01-19,9.48,3.77,1.485742855274759,0.34876385
56,1995-01-19,9.48,3.77,1.485742855274759,0.25510192
59,1995-01-20,0.0,-0.345,2.3400449970577455,0.7015443
58,1995-01-20,0.0,-0.345,2.3400449970577455,0.6222765
57,1995-01-20,0.0,-0.345,2.3400449970577455,0.7015443
60,1995-01-21,1.61,-4.755,2.121826515189265,0.7971221
61,1995-01-21,1.61,-4.755,2.121826515189265,0.8096138
62,1995-01-21,1.61,-4.755,2.121826515189265,0.7971221
63,1995-01-22,1.96,-6.959999999999999,1.4300274982019556,0.7293505
64,1995-01-22,1.96,-6.959999999999999,1.4300274982019556,0.70162785
65,1995-01-22,1.96,-6.959999999999999,1.4300274982019556,0.7293505
66,1995-01-23,0.0,-8.33,0.9843046416195278,0.5947497
67,1995-01-23,0.0,-8.33,0.9843046416195278,0.55198085
68,1995-01-23,0.0,-8.33,0.9843046416195278,0.5947497
69,1995-01-24,0.0,-10.275,0.8821598203193881,0.6647916
70,1995-01-24,0.0,-10.275,0.8821598203193881,0.59515655
71,1995-01-24,0.0,-10.275,0.8821598203193881,0.6647916
74,1995-01-25,0.0,-9.545,0.8357303560920519,0.63700736
73,1995-01-25,0.0,-9.545,0.8357303560920519,0.5565319
72,1995-01-25,0.0,-9.545,0.8357303560920519,0.63700736
75,1995-01-26,0.0,-8.11,0.7428714276373795,0.723096
76,1995-01-26,0.0,-8.11,0.7428714276373795,0.7192322
77,1995-01-26,0.0,-8.11,0.7428714276373795,0.723096
78,1995-01-27,0.0,-6.2,0.6964419634100434,0.8263567
79,1995-01-27,0.0,-6.2,0.6964419634100434,0.750018
80,1995-01-27,0.0,-6.2,0.6964419634100434,0.8263567
81,1995-01-28,0.0,-4.475,0.6592983920281743,0.9026332
82,1995-01-28,0.0,-4.475,0.6592983920281743,0.8542212
83,1995-01-28,0.0,-4.475,0.6592983920281743,0.9026332
84,1995-01-29,0.0,-6.8149999999999995,0.612868927800838,0.70626724
85,1995-01-29,0.0,-6.8149999999999995,0.612868927800838,0.6491024
86,1995-01-29,0.0,-6.8149999999999995,0.612868927800838,0.70626724
89,1995-01-30,0.0,-6.13,0.5989400885326372,0.69874954
88,1995-01-30,0.0,-6.13,0.5989400885326372,0.6062044
87,1995-01-30,0.0,-6.13,0.5989400885326372,0.69874954
90,1995-01-31,0.0,-1.295,0.6407266063372399,1.1140932
91,1995-01-31,0.0,-1.295,0.6407266063372399,1.0662628
92,1995-01-31,0.0,-1.295,0.6407266063372399,1.1140932
93,1995-02-01,0.0,1.7250000000000003,0.677870177719109,1.0591639
94,1995-02-01,0.0,1.7250000000000003,0.677870177719109,1.0270213
95,1995-02-01,0.0,1.7250000000000003,0.677870177719109,1.0591639
96,1995-02-02,0.0,0.22999999999999998,0.7428714276373795,0.8892074
97,1995-02-02,0.0,0.22999999999999998,0.7428714276373795,0.8901614
98,1995-02-02,0.0,0.22999999999999998,0.7428714276373795,0.8892074
99,1995-02-03,0.0,-1.7750000000000001,0.7475143740601131,0.9066496
100,1995-02-03,0.0,-1.7750000000000001,0.7475143740601131,0.9272344
101,1995-02-03,0.0,-1.7750000000000001,0.7475143740601131,0.9066496
104,1995-02-04,0.0,-5.755000000000001,0.7150137491009778,1.2733124
103,1995-02-04,0.0,-5.755000000000001,0.7150137491009778,1.2458872
102,1995-02-04,0.0,-5.755000000000001,0.7150137491009778,1.2733124
105,1995-02-05,0.0,-10.805,0.5246529457688993,1.0153873
106,1995-02-05,0.0,-10.805,0.5246529457688993,0.96223307
107,1995-02-05,0.0,-10.805,0.5246529457688993,1.0153873
108,1995-02-06,0.0,-10.79,0.48750937438703035,1.0002228
109,1995-02-06,0.0,-10.79,0.48750937438703035,1.0150819
110,1995-02-06,0.0,-10.79,0.48750937438703035,1.0002228
111,1995-02-07,0.44,-10.31,0.46429464227336215,0.86658657
